observation_date,measurement_type,weather_station_id,attributes,temperature,city
2022-09-03,tmax,GHCND:USW00094741,",,W,",82.0,New York
2022-09-03,tmax,GHCND:USW00094745,",,W,2400",81.0,New York
2022-09-03,tmax,GHCND:USW00094789,",,W,2400",79.0,New York
2022-09-04,tmax,GHCND:USC00280907,",,7,0700",81.0,New York
2022-09-04,tmax,GHCND:USC00281335,",,7,0700",84.0,New York
2022-09-04,tmax,GHCND:USC00283704,",,7,0700",84.0,New York
2022-09-04,tmax,GHCND:USC00284987,",,7,0630",78.0,New York
2022-09-04,tmax,GHCND:USC00301309,",,7,0700",78.0,New York
2022-09-04,tmax,GHCND:USC00305816,",,7,",78.0,New York
2022-09-04,tmax,GHCND:USC00308577,",,7,0800",80.0,New York
2022-09-04,tmax,GHCND:USC00309580,",,7,",85.0,New York
2022-09-04,tmax,GHCND:USW00014732,",,W,2400",89.0,New York
2022-09-04,tmax,GHCND:USW00014734,",,W,2400",93.0,New York
2022-09-04,tmax,GHCND:USW00054743,",,W,",89.0,New York
2022-09-04,tmax,GHCND:USW00054787,",,W,",86.0,New York
2022-09-04,tmax,GHCND:USW00094728,",,W,2400",90.0,New York
2022-09-04,tmax,GHCND:USW00094741,",,W,",87.0,New York
2022-09-04,tmax,GHCND:USW00094745,",,W,2400",88.0,New York
2022-09-04,tmax,GHCND:USW00094789,",,W,2400",86.0,New York
2022-09-05,tmax,GHCND:USC00280907,",,7,0700",87.0,New York
2022-09-05,tmax,GHCND:USC00281335,",,7,0700",93.0,New York
2022-09-05,tmax,GHCND:USC00283704,",,7,0700",92.0,New York
2022-09-05,tmax,GHCND:USC00284987,",,7,0630",88.0,New York
2022-09-05,tmax,GHCND:USC00301309,",,7,0700",85.0,New York
2022-09-05,tmax,GHCND:USC00305816,",,7,",87.0,New York
2022-09-05,tmax,GHCND:USC00308577,",,7,0800",86.0,New York
2022-09-05,tmax,GHCND:USC00309580,",,7,",87.0,New York
2022-09-05,tmax,GHCND:USW00014732,",,W,2400",87.0,New York
2022-09-05,tmax,GHCND:USW00014734,",,W,2400",87.0,New York
2022-09-05,tmax,GHCND:USW00054743,",,W,",86.0,New York
2022-09-05,tmax,GHCND:USW00054787,",,W,",86.0,New York
2022-09-05,tmax,GHCND:USW00094728,",,W,2400",88.0,New York
2022-09-05,tmax,GHCND:USW00094741,",,W,",89.0,New York
2022-09-05,tmax,GHCND:USW00094745,",,W,2400",86.0,New York
2022-09-05,tmax,GHCND:USW00094789,",,W,2400",84.0,New York
2022-09-06,tmax,GHCND:USC00280907,",,7,0700",83.0,New York
2022-09-06,tmax,GHCND:USC00281335,",,7,0700",89.0,New York
2022-09-06,tmax,GHCND:USC00283704,",,7,0700",90.0,New York
2022-09-06,tmax,GHCND:USC00284987,",,7,0630",85.0,New York
2022-09-06,tmax,GHCND:USC00301309,",,7,0700",80.0,New York
2022-09-06,tmax,GHCND:USC00305816,",,7,",85.0,New York
2022-09-06,tmax,GHCND:USC00308577,",,7,0800",83.0,New York
2022-09-06,tmax,GHCND:USC00309580,",,7,",85.0,New York
2022-09-06,tmax,GHCND:USW00014732,",,W,2400",76.0,New York
2022-09-06,tmax,GHCND:USW00014734,",,W,2400",75.0,New York
2022-09-06,tmax,GHCND:USW00054743,",,W,",73.0,New York
2022-09-06,tmax,GHCND:USW00054787,",,W,",75.0,New York
2022-09-06,tmax,GHCND:USW00094728,",,W,2400",74.0,New York
2022-09-06,tmax,GHCND:USW00094741,",,W,",78.0,New York
2022-09-06,tmax,GHCND:USW00094745,",,W,2400",72.0,New York
2022-09-06,tmax,GHCND:USW00094789,",,W,2400",75.0,New York
2022-09-07,tmax,GHCND:USC00280907,",,7,0700",71.0,New York
2022-09-07,tmax,GHCND:USC00281335,",,7,0700",72.0,New York
2022-09-07,tmax,GHCND:USC00283704,",,7,0700",73.0,New York
2022-09-07,tmax,GHCND:USC00284987,",,7,0630",74.0,New York
2022-09-07,tmax,GHCND:USC00301309,",,7,0700",73.0,New York
2022-09-07,tmax,GHCND:USC00305816,",,7,",74.0,New York
2022-09-07,tmax,GHCND:USC00308577,",,7,0800",72.0,New York
2022-09-07,tmax,GHCND:USC00309580,",,7,",78.0,New York
2022-09-07,tmax,GHCND:USW00014732,",,W,2400",74.0,New York
2022-09-07,tmax,GHCND:USW00014734,",,W,2400",73.0,New York
2022-09-07,tmax,GHCND:USW00054743,",,W,",72.0,New York
2022-09-07,tmax,GHCND:USW00054787,",,W,",73.0,New York
2022-09-07,tmax,GHCND:USW00094728,",,W,2400",72.0,New York
2022-09-07,tmax,GHCND:USW00094741,",,W,",72.0,New York
2022-09-07,tmax,GHCND:USW00094745,",,W,2400",72.0,New York
2022-09-07,tmax,GHCND:USW00094789,",,W,2400",75.0,New York
2022-09-08,tmax,GHCND:USC00280907,",,7,0700",71.0,New York
2022-09-08,tmax,GHCND:USC00281335,",,7,0700",72.0,New York
2022-09-08,tmax,GHCND:USC00283704,",,7,0700",72.0,New York
2022-09-08,tmax,GHCND:USC00284987,",,7,0630",72.0,New York
2022-09-08,tmax,GHCND:USC00301309,",,7,0700",71.0,New York
2022-09-08,tmax,GHCND:USC00305816,",,7,",72.0,New York
2022-09-08,tmax,GHCND:USC00308577,",,7,0800",70.0,New York
2022-09-08,tmax,GHCND:USW00014732,",,W,2400",78.0,New York
2022-09-08,tmax,GHCND:USW00014734,",,W,2400",80.0,New York
2022-09-08,tmax,GHCND:USW00054743,",,W,",81.0,New York
2022-09-08,tmax,GHCND:USW00054787,",,W,",79.0,New York
2022-09-08,tmax,GHCND:USW00094728,",,W,2400",78.0,New York
2022-09-08,tmax,GHCND:USW00094741,",,W,",79.0,New York
2022-09-08,tmax,GHCND:USW00094745,",,W,2400",77.0,New York
2022-09-08,tmax,GHCND:USW00094789,",,W,2400",80.0,New York
2022-09-09,tmax,GHCND:USC00280907,",,7,0700",77.0,New York
2022-09-09,tmax,GHCND:USC00281335,",,7,0700",80.0,New York
2022-09-09,tmax,GHCND:USC00283704,",,7,0700",80.0,New York
2022-09-09,tmax,GHCND:USC00284987,",,7,0630",76.0,New York
2022-09-09,tmax,GHCND:USC00301309,",,7,0700",74.0,New York
2022-09-09,tmax,GHCND:USC00305816,",,7,0800",81.0,New York
2022-09-09,tmax,GHCND:USC00308577,",,7,0800",75.0,New York
2022-09-09,tmax,GHCND:USC00309580,",,7,",84.0,New York
2022-09-09,tmax,GHCND:USW00014732,",,W,2400",81.0,New York
2022-09-09,tmax,GHCND:USW00014734,",,W,2400",82.0,New York
2022-09-09,tmax,GHCND:USW00054743,",,W,",82.0,New York
2022-09-09,tmax,GHCND:USW00054787,",,W,",78.0,New York
2022-09-09,tmax,GHCND:USW00094728,",,W,2400",80.0,New York
2022-09-09,tmax,GHCND:USW00094741,",,W,",80.0,New York
2022-09-09,tmax,GHCND:USW00094745,",,W,2400",77.0,New York
2022-09-09,tmax,GHCND:USW00094789,",,W,2400",79.0,New York
2022-09-10,tmax,GHCND:USC00280907,",,7,0700",81.0,New York
2022-09-10,tmax,GHCND:USC00281335,",,7,0700",84.0,New York
2022-09-10,tmax,GHCND:USC00283704,",,7,0700",81.0,New York
2022-09-10,tmax,GHCND:USC00284987,",,7,0630",75.0,New York
2022-09-10,tmax,GHCND:USC00301309,",,7,0700",74.0,New York
2022-09-10,tmax,GHCND:USC00305816,",,7,0800",82.0,New York
2022-09-10,tmax,GHCND:USC00308577,",,7,0800",75.0,New York
2022-09-10,tmax,GHCND:USC00309580,",,7,",82.0,New York
2022-09-10,tmax,GHCND:USW00014732,",,W,2400",86.0,New York
2022-09-10,tmax,GHCND:USW00014734,",,W,2400",87.0,New York
2022-09-10,tmax,GHCND:USW00054743,",,W,",86.0,New York
2022-09-10,tmax,GHCND:USW00054787,",,W,",84.0,New York
2022-09-10,tmax,GHCND:USW00094728,",,W,2400",86.0,New York
2022-09-10,tmax,GHCND:USW00094741,",,W,",85.0,New York
2022-09-10,tmax,GHCND:USW00094745,",,W,2400",85.0,New York
2022-09-10,tmax,GHCND:USW00094789,",,W,2400",82.0,New York
2022-09-11,tmax,GHCND:USC00280907,",,7,0700",84.0,New York
2022-09-11,tmax,GHCND:USC00281335,",,7,0700",87.0,New York
2022-09-11,tmax,GHCND:USC00283704,",,7,0700",88.0,New York
2022-09-11,tmax,GHCND:USC00284987,",,7,0630",80.0,New York
2022-09-11,tmax,GHCND:USC00301309,",,7,0700",83.0,New York
2022-09-11,tmax,GHCND:USC00305816,",,7,0800",83.0,New York
2022-09-11,tmax,GHCND:USC00308577,",,7,0800",83.0,New York
2022-09-11,tmax,GHCND:USC00309580,",,7,",83.0,New York
2022-09-11,tmax,GHCND:USW00014732,",,W,2400",77.0,New York
2022-09-11,tmax,GHCND:USW00014734,",,W,2400",75.0,New York
2022-09-11,tmax,GHCND:USW00054743,",,W,",72.0,New York
2022-09-11,tmax,GHCND:USW00054787,",,W,",76.0,New York
2022-09-11,tmax,GHCND:USW00094728,",,W,2400",76.0,New York
2022-09-11,tmax,GHCND:USW00094741,",,W,",79.0,New York
2022-09-11,tmax,GHCND:USW00094745,",,W,2400",74.0,New York
2022-09-11,tmax,GHCND:USW00094789,",,W,2400",76.0,New York
2022-09-12,tmax,GHCND:USC00280907,",,7,0700",70.0,New York
2022-09-12,tmax,GHCND:USC00281335,",,7,0700",72.0,New York
2022-09-12,tmax,GHCND:USC00283704,",,7,0700",75.0,New York
2022-09-12,tmax,GHCND:USC00284987,",,7,0630",76.0,New York
2022-09-12,tmax,GHCND:USC00301309,",,7,0700",75.0,New York
2022-09-12,tmax,GHCND:USC00305816,",,7,0800",75.0,New York
2022-09-12,tmax,GHCND:USC00308577,",,7,0800",74.0,New York
2022-09-12,tmax,GHCND:USC00309580,",,7,",81.0,New York
2022-09-12,tmax,GHCND:USW00014732,",,W,2400",82.0,New York
2022-09-12,tmax,GHCND:USW00014734,",,W,2400",85.0,New York
2022-09-12,tmax,GHCND:USW00054743,",,W,",83.0,New York
2022-09-12,tmax,GHCND:USW00054787,",,W,",80.0,New York
2022-09-12,tmax,GHCND:USW00094728,",,W,2400",81.0,New York
2022-09-12,tmax,GHCND:USW00094741,",,W,",85.0,New York
2022-09-12,tmax,GHCND:USW00094745,",,W,2400",80.0,New York
2022-09-12,tmax,GHCND:USW00094789,",,W,2400",79.0,New York
2022-09-13,tmax,GHCND:USC00280907,",,7,0700",81.0,New York
2022-09-13,tmax,GHCND:USC00281335,",,7,0700",83.0,New York
2022-09-13,tmax,GHCND:USC00283704,",,7,0700",83.0,New York
2022-09-13,tmax,GHCND:USC00284987,",,7,0630",79.0,New York
2022-09-13,tmax,GHCND:USC00301309,",,7,0700",74.0,New York
2022-09-13,tmax,GHCND:USC00305816,",,7,0800",81.0,New York
2022-09-13,tmax,GHCND:USC00308577,",,7,0800",77.0,New York
2022-09-13,tmax,GHCND:USC00309580,",,7,",81.0,New York
2022-09-13,tmax,GHCND:USW00014732,",,W,2400",84.0,New York
2022-09-13,tmax,GHCND:USW00014734,",,W,2400",85.0,New York
2022-09-13,tmax,GHCND:USW00054743,",,W,",84.0,New York
2022-09-13,tmax,GHCND:USW00054787,",,W,",81.0,New York
2022-09-13,tmax,GHCND:USW00094728,",,W,2400",82.0,New York
2022-09-13,tmax,GHCND:USW00094741,",,W,",86.0,New York
2022-09-13,tmax,GHCND:USW00094745,",,W,2400",82.0,New York
2022-09-13,tmax,GHCND:USW00094789,",,W,2400",88.0,New York
2022-09-14,tmax,GHCND:USC00280907,",,7,0700",81.0,New York
2022-09-14,tmax,GHCND:USC00281335,",,7,0700",83.0,New York
2022-09-14,tmax,GHCND:USC00283704,",,7,0700",87.0,New York
2022-09-14,tmax,GHCND:USC00284987,",,7,0630",86.0,New York
2022-09-14,tmax,GHCND:USC00301309,",,7,0700",82.0,New York
2022-09-14,tmax,GHCND:USC00305816,",,7,0800",83.0,New York
2022-09-14,tmax,GHCND:USC00308577,",,7,0800",80.0,New York
2022-09-14,tmax,GHCND:USW00014732,",,W,2400",80.0,New York
2022-09-14,tmax,GHCND:USW00014734,",,W,2400",83.0,New York
2022-09-14,tmax,GHCND:USW00054743,",,W,",80.0,New York
2022-09-14,tmax,GHCND:USW00054787,",,W,",82.0,New York
2022-09-14,tmax,GHCND:USW00094728,",,W,2400",80.0,New York
2022-09-14,tmax,GHCND:USW00094741,",,W,",83.0,New York
2022-09-14,tmax,GHCND:USW00094745,",,W,2400",78.0,New York
2022-09-14,tmax,GHCND:USW00094789,",,W,2400",84.0,New York
2022-09-15,tmax,GHCND:USC00280907,",,7,0700",78.0,New York
2022-09-15,tmax,GHCND:USC00281335,",,7,0700",81.0,New York
2022-09-15,tmax,GHCND:USC00283704,",,7,0700",83.0,New York
2022-09-15,tmax,GHCND:USC00284987,",,7,0630",83.0,New York
2022-09-15,tmax,GHCND:USC00301309,",,7,0700",76.0,New York
2022-09-15,tmax,GHCND:USC00305816,",,7,0800",81.0,New York
2022-09-15,tmax,GHCND:USC00308577,",,7,0800",77.0,New York
2022-09-15,tmax,GHCND:USW00014732,",,W,2400",74.0,New York
2022-09-15,tmax,GHCND:USW00014734,",,W,2400",75.0,New York
2022-09-15,tmax,GHCND:USW00054743,",,W,",74.0,New York
2022-09-15,tmax,GHCND:USW00054787,",,W,",74.0,New York
2022-09-15,tmax,GHCND:USW00094728,",,W,2400",74.0,New York
2022-09-15,tmax,GHCND:USW00094741,",,W,",75.0,New York
2022-09-15,tmax,GHCND:USW00094745,",,W,2400",71.0,New York
2022-09-15,tmax,GHCND:USW00094789,",,W,2400",76.0,New York
2022-09-16,tmax,GHCND:USC00280907,",,7,0700",71.0,New York
2022-09-16,tmax,GHCND:USC00281335,",,7,0700",75.0,New York
2022-09-16,tmax,GHCND:USC00283704,",,7,0700",78.0,New York
2022-09-16,tmax,GHCND:USC00284987,",,7,0630",76.0,New York
2022-09-16,tmax,GHCND:USC00301309,",,7,0700",68.0,New York
2022-09-16,tmax,GHCND:USC00305816,",,7,0800",76.0,New York
2022-09-16,tmax,GHCND:USC00308577,",,7,0800",69.0,New York
2022-09-16,tmax,GHCND:USC00309580,",,7,",77.0,New York
2022-09-16,tmax,GHCND:USW00014732,",,W,2400",77.0,New York
2022-09-16,tmax,GHCND:USW00014734,",,W,2400",78.0,New York
2022-09-16,tmax,GHCND:USW00054743,",,W,",76.0,New York
2022-09-16,tmax,GHCND:USW00054787,",,W,",76.0,New York
2022-09-16,tmax,GHCND:USW00094728,",,W,2400",75.0,New York
2022-09-16,tmax,GHCND:USW00094741,",,W,",78.0,New York
2022-09-16,tmax,GHCND:USW00094745,",,W,2400",72.0,New York
2022-09-16,tmax,GHCND:USW00094789,",,W,2400",78.0,New York
2022-09-17,tmax,GHCND:USC00280907,",,7,0700",75.0,New York
2022-09-17,tmax,GHCND:USC00281335,",,7,0700",78.0,New York
2022-09-17,tmax,GHCND:USC00283704,",,7,0700",77.0,New York
2022-09-17,tmax,GHCND:USC00284987,",,7,0630",76.0,New York
2022-09-17,tmax,GHCND:USC00301309,",,7,0700",69.0,New York
2022-09-17,tmax,GHCND:USC00305816,",,7,0800",78.0,New York
2022-09-17,tmax,GHCND:USC00308577,",,7,0800",71.0,New York
2022-09-17,tmax,GHCND:USC00309580,",,7,",78.0,New York
2022-09-17,tmax,GHCND:USW00014732,",,W,2400",74.0,New York
2022-09-17,tmax,GHCND:USW00014734,",,W,2400",76.0,New York
2022-09-17,tmax,GHCND:USW00054743,",,W,",77.0,New York
2022-09-17,tmax,GHCND:USW00054787,",,W,",73.0,New York
2022-09-17,tmax,GHCND:USW00094728,",,W,2400",76.0,New York
2022-09-17,tmax,GHCND:USW00094741,",,W,",75.0,New York
2022-09-17,tmax,GHCND:USW00094745,",,W,2400",72.0,New York
2022-09-17,tmax,GHCND:USW00094789,",,W,2400",74.0,New York
2022-09-18,tmax,GHCND:USC00280907,",,7,0700",76.0,New York
2022-09-18,tmax,GHCND:USC00281335,",,7,0700",78.0,New York
2022-09-18,tmax,GHCND:USC00283704,",,7,0700",78.0,New York
2022-09-18,tmax,GHCND:USC00284987,",,7,0630",74.0,New York
2022-09-18,tmax,GHCND:USC00301309,",,7,0700",71.0,New York
2022-09-18,tmax,GHCND:USC00305816,",,7,0800",75.0,New York
2022-09-18,tmax,GHCND:USC00308577,",,7,0800",72.0,New York
2022-09-18,tmax,GHCND:USC00309580,",,7,",82.0,New York
2022-09-18,tmax,GHCND:USW00014732,",,W,2400",85.0,New York
2022-09-18,tmax,GHCND:USW00014734,",,W,2400",85.0,New York
2022-09-18,tmax,GHCND:USW00054743,",,W,",85.0,New York
2022-09-18,tmax,GHCND:USW00054787,",,W,",83.0,New York
2022-09-18,tmax,GHCND:USW00094728,",,W,2400",83.0,New York
2022-09-18,tmax,GHCND:USW00094745,",,W,2400",83.0,New York
2022-09-18,tmax,GHCND:USW00094789,",,W,2400",84.0,New York
2022-09-19,tmax,GHCND:USC00280907,",,7,0700",81.0,New York
2022-09-19,tmax,GHCND:USC00281335,",,7,0700",85.0,New York
2022-09-19,tmax,GHCND:USC00283704,",,7,0700",86.0,New York
2022-09-19,tmax,GHCND:USC00284987,",,7,0630",86.0,New York
2022-09-19,tmax,GHCND:USC00301309,",,7,0700",82.0,New York
2022-09-19,tmax,GHCND:USC00305816,",,7,0800",83.0,New York
2022-09-19,tmax,GHCND:USC00308577,",,7,0800",80.0,New York
2022-09-19,tmax,GHCND:USW00014732,",,W,2400",86.0,New York
2022-09-19,tmax,GHCND:USW00014734,",,W,2400",88.0,New York
2022-09-19,tmax,GHCND:USW00054743,",,W,",85.0,New York
2022-09-19,tmax,GHCND:USW00054787,",,W,",86.0,New York
2022-09-19,tmax,GHCND:USW00094728,",,W,2400",85.0,New York
2022-09-19,tmax,GHCND:USW00094745,",,W,2400",84.0,New York
2022-09-19,tmax,GHCND:USW00094789,",,W,2400",85.0,New York
2022-09-20,tmax,GHCND:USC00280907,",,7,0700",83.0,New York
2022-09-20,tmax,GHCND:USC00281335,",,7,0700",87.0,New York
2022-09-20,tmax,GHCND:USC00283704,",,7,0700",88.0,New York
2022-09-20,tmax,GHCND:USC00284987,",,7,0630",90.0,New York
2022-09-20,tmax,GHCND:USC00301309,",,7,0700",86.0,New York
2022-09-20,tmax,GHCND:USC00305816,",,7,0800",85.0,New York
2022-09-20,tmax,GHCND:USC00308577,",,7,0800",85.0,New York
2022-09-20,tmax,GHCND:USW00014732,",,W,2400",79.0,New York
2022-09-20,tmax,GHCND:USW00014734,",,W,2400",81.0,New York
2022-09-20,tmax,GHCND:USW00054743,",,W,",79.0,New York
2022-09-20,tmax,GHCND:USW00054787,",,W,",80.0,New York
2022-09-20,tmax,GHCND:USW00094728,",,W,2400",79.0,New York
2022-09-20,tmax,GHCND:USW00094745,",,W,2400",77.0,New York
2022-09-20,tmax,GHCND:USW00094789,",,W,2400",83.0,New York
2022-09-21,tmax,GHCND:USC00280907,",,7,0700",77.0,New York
2022-09-21,tmax,GHCND:USC00281335,",,7,0700",80.0,New York
2022-09-21,tmax,GHCND:USC00283704,",,7,0700",81.0,New York
2022-09-21,tmax,GHCND:USC00284987,",,7,0630",82.0,New York
2022-09-21,tmax,GHCND:USC00301309,",,7,0700",78.0,New York
2022-09-21,tmax,GHCND:USC00305816,",,7,0800",79.0,New York
2022-09-21,tmax,GHCND:USC00308577,",,7,0800",76.0,New York
2022-09-21,tmax,GHCND:USC00309580,",,7,",79.0,New York
2022-09-21,tmax,GHCND:USW00014732,",,W,2400",81.0,New York
2022-09-21,tmax,GHCND:USW00014734,",,W,2400",83.0,New York
2022-09-21,tmax,GHCND:USW00054743,",,W,",82.0,New York
2022-09-21,tmax,GHCND:USW00054787,",,W,",76.0,New York
2022-09-21,tmax,GHCND:USW00094728,",,W,2400",80.0,New York
2022-09-21,tmax,GHCND:USW00094745,",,W,2400",78.0,New York
2022-09-21,tmax,GHCND:USW00094789,",,W,2400",78.0,New York
2022-09-22,tmax,GHCND:USC00280907,",,7,0700",80.0,New York
2022-09-22,tmax,GHCND:USC00281335,",,7,0700",82.0,New York
2022-09-22,tmax,GHCND:USC00283704,",,7,0700",84.0,New York
2022-09-22,tmax,GHCND:USC00284987,",,7,0630",78.0,New York
2022-09-22,tmax,GHCND:USC00301309,",,7,0700",79.0,New York
2022-09-22,tmax,GHCND:USC00305816,",,7,0800",79.0,New York
2022-09-22,tmax,GHCND:USC00308577,",,7,0800",76.0,New York
2022-09-22,tmax,GHCND:USC00309580,",,7,",75.0,New York
2022-09-22,tmax,GHCND:USW00014732,",,W,2400",78.0,New York
2022-09-22,tmax,GHCND:USW00014734,",,W,2400",78.0,New York
2022-09-22,tmax,GHCND:USW00054743,",,W,",72.0,New York
2022-09-22,tmax,GHCND:USW00054787,",,W,",80.0,New York
2022-09-22,tmax,GHCND:USW00094728,",,W,2400",75.0,New York
2022-09-22,tmax,GHCND:USW00094745,",,W,2400",72.0,New York
2022-09-22,tmax,GHCND:USW00094789,",,W,2400",81.0,New York
2022-09-23,tmax,GHCND:USC00280907,",,7,0700",71.0,New York
2022-09-23,tmax,GHCND:USC00281335,",,7,0700",75.0,New York
2022-09-23,tmax,GHCND:USC00283704,",,7,0700",76.0,New York
2022-09-23,tmax,GHCND:USC00284987,",,7,0630",85.0,New York
2022-09-23,tmax,GHCND:USC00301309,",,7,0700",71.0,New York
2022-09-23,tmax,GHCND:USC00305816,",,7,0800",76.0,New York
2022-09-23,tmax,GHCND:USC00308577,",,7,0800",76.0,New York
2022-09-23,tmax,GHCND:USC00309580,",,7,",71.0,New York
2022-09-23,tmax,GHCND:USW00014732,",,W,2400",64.0,New York
2022-09-23,tmax,GHCND:USW00014734,",,W,2400",64.0,New York
2022-09-23,tmax,GHCND:USW00054743,",,W,",63.0,New York
2022-09-23,tmax,GHCND:USW00054787,",,W,",66.0,New York
2022-09-23,tmax,GHCND:USW00094728,",,W,2400",63.0,New York
2022-09-23,tmax,GHCND:USW00094745,",,W,2400",62.0,New York
2022-09-23,tmax,GHCND:USW00094789,",,W,2400",67.0,New York
2022-09-24,tmax,GHCND:USC00280907,",,7,0700",62.0,New York
2022-09-24,tmax,GHCND:USC00281335,",,7,0700",65.0,New York
2022-09-24,tmax,GHCND:USC00283704,",,7,0700",64.0,New York
2022-09-24,tmax,GHCND:USC00284987,",,7,0630",66.0,New York
2022-09-24,tmax,GHCND:USC00301309,",,7,0700",62.0,New York
2022-09-24,tmax,GHCND:USC00305816,",,7,0800",64.0,New York
2022-09-24,tmax,GHCND:USC00308577,",,7,0800",62.0,New York
2022-09-24,tmax,GHCND:USC00309580,",,7,",71.0,New York
2022-09-24,tmax,GHCND:USW00014732,",,W,2400",71.0,New York
2022-09-24,tmax,GHCND:USW00014734,",,W,2400",72.0,New York
2022-09-24,tmax,GHCND:USW00054743,",,W,",71.0,New York
2022-09-24,tmax,GHCND:USW00054787,",,W,",70.0,New York
2022-09-24,tmax,GHCND:USW00094728,",,W,2400",69.0,New York
2022-09-24,tmax,GHCND:USW00094745,",,W,2400",68.0,New York
2022-09-24,tmax,GHCND:USW00094789,",,W,2400",72.0,New York
2022-09-25,tmax,GHCND:USC00280907,",,7,0700",69.0,New York
2022-09-25,tmax,GHCND:USC00281335,",,7,0700",72.0,New York
2022-09-25,tmax,GHCND:USC00283704,",,7,0700",71.0,New York
2022-09-25,tmax,GHCND:USC00284987,",,7,0630",72.0,New York
2022-09-25,tmax,GHCND:USC00301309,",,7,0700",65.0,New York
2022-09-25,tmax,GHCND:USC00305816,",,7,0800",71.0,New York
2022-09-25,tmax,GHCND:USC00308577,",,7,0800",67.0,New York
2022-09-25,tmax,GHCND:USC00309580,",,7,",71.0,New York
2022-09-25,tmax,GHCND:USW00014732,",,W,2400",77.0,New York
2022-09-25,tmax,GHCND:USW00014734,",,W,2400",76.0,New York
2022-09-25,tmax,GHCND:USW00054743,",,W,",70.0,New York
2022-09-25,tmax,GHCND:USW00054787,",,W,",74.0,New York
2022-09-25,tmax,GHCND:USW00094728,",,W,2400",72.0,New York
2022-09-25,tmax,GHCND:USW00094745,",,W,2400",71.0,New York
2022-09-25,tmax,GHCND:USW00094789,",,W,2400",76.0,New York
2022-09-26,tmax,GHCND:USC00280907,",,7,0700",68.0,New York
2022-09-26,tmax,GHCND:USC00281335,",,7,0700",71.0,New York
2022-09-26,tmax,GHCND:USC00283704,",,7,0700",74.0,New York
2022-09-26,tmax,GHCND:USC00284987,",,7,0630",79.0,New York
2022-09-26,tmax,GHCND:USC00301309,",,7,0700",71.0,New York
2022-09-26,tmax,GHCND:USC00305816,",,7,0800",72.0,New York
2022-09-26,tmax,GHCND:USC00308577,",,7,0800",71.0,New York
2022-09-26,tmax,GHCND:USC00309580,",,7,",71.0,New York
2022-09-26,tmax,GHCND:USW00014732,",,W,2400",78.0,New York
2022-09-26,tmax,GHCND:USW00014734,",,W,2400",75.0,New York
2022-09-26,tmax,GHCND:USW00054743,",,W,",75.0,New York
2022-09-26,tmax,GHCND:USW00054787,",,W,",73.0,New York
2022-09-26,tmax,GHCND:USW00094728,",,W,2400",74.0,New York
2022-09-26,tmax,GHCND:USW00094745,",,W,2400",73.0,New York
2022-09-26,tmax,GHCND:USW00094789,",,W,2400",75.0,New York
2022-09-27,tmax,GHCND:USC00280907,",,7,0700",72.0,New York
2022-09-27,tmax,GHCND:USC00281335,",,7,0700",76.0,New York
2022-09-27,tmax,GHCND:USC00283704,",,7,0700",76.0,New York
2022-09-27,tmax,GHCND:USC00284987,",,7,0630",78.0,New York
2022-09-27,tmax,GHCND:USC00301309,",,7,0700",73.0,New York
2022-09-27,tmax,GHCND:USC00305816,",,7,0800",76.0,New York
2022-09-27,tmax,GHCND:USC00308577,",,7,0800",72.0,New York
2022-09-27,tmax,GHCND:USC00309580,",,7,",76.0,New York
2022-09-27,tmax,GHCND:USW00014732,",,W,2400",71.0,New York
2022-09-27,tmax,GHCND:USW00014734,",,W,2400",69.0,New York
2022-09-27,tmax,GHCND:USW00054743,",,W,",68.0,New York
2022-09-27,tmax,GHCND:USW00054787,",,W,",72.0,New York
2022-09-27,tmax,GHCND:USW00094728,",,W,2400",70.0,New York
2022-09-27,tmax,GHCND:USW00094745,",,W,2400",68.0,New York
2022-09-27,tmax,GHCND:USW00094789,",,W,2400",72.0,New York
2022-09-28,tmax,GHCND:USC00280907,",,7,0700",66.0,New York
2022-09-28,tmax,GHCND:USC00281335,",,7,0700",69.0,New York
2022-09-28,tmax,GHCND:USC00283704,",,7,0700",70.0,New York
2022-09-28,tmax,GHCND:USC00284987,",,7,0630",76.0,New York
2022-09-28,tmax,GHCND:USC00301309,",,7,0700",72.0,New York
2022-09-28,tmax,GHCND:USC00305816,",,7,0800",69.0,New York
2022-09-28,tmax,GHCND:USC00308577,",,7,0800",69.0,New York
2022-09-28,tmax,GHCND:USC00309580,",,7,",66.0,New York
2022-09-28,tmax,GHCND:USW00014732,",,W,2400",70.0,New York
2022-09-28,tmax,GHCND:USW00014734,",,W,2400",71.0,New York
2022-09-28,tmax,GHCND:USW00054743,",,W,",71.0,New York
2022-09-28,tmax,GHCND:USW00054787,",,W,",72.0,New York
2022-09-28,tmax,GHCND:USW00094728,",,W,2400",69.0,New York
2022-09-28,tmax,GHCND:USW00094745,",,W,2400",68.0,New York
2022-09-28,tmax,GHCND:USW00094789,",,W,2400",73.0,New York
2022-09-29,tmax,GHCND:USC00280907,",,7,0700",69.0,New York
2022-09-29,tmax,GHCND:USC00281335,",,7,0700",70.0,New York
2022-09-29,tmax,GHCND:USC00283704,",,7,0700",67.0,New York
2022-09-29,tmax,GHCND:USC00284987,",,7,0630",72.0,New York
2022-09-29,tmax,GHCND:USC00301309,",,7,0700",69.0,New York
2022-09-29,tmax,GHCND:USC00305816,",,7,0800",71.0,New York
